index,유기번호,썸네일,접수일,발견장소,품종,색상,나이,체중,공고번호,공고시작일,공고종료일,이미지,성별,중성화여부,특징,보호소이름,보호소전화번호,보호장소,관할기관,담당자,담당자연락처,특이사항,상태,x,y,SPECIAL_WORD,건강,친화성+,친화성-,친화성+강조,친화성-강조,api_친화성,api_건강점수,1년미만,출생연도,만나이,1년미만_주환산,1년이상_주환산,나이_주환산,체중_숫자,F,M,Q,N,U,Y,군집
38,446480202201219,http://www.animal.go.kr/files/shelter/2022/11/202211051911706_s.jpg,20221105,연희네슈퍼부근,[개] 믹스견,연황색,2020(년생),8(Kg),전남-목포-2022-01068,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051911706.jpg,M,U,"심한경계,빨강색목줄착용,야위고 굶주림",목포시유기동물보호소,010-9678-9966,전라남도 무안군 삼향읍 석매길 21-5  ,전라남도 목포시,축산계,061-270-8693,-,보호중,126.430116373387,34.8534133196631,심하 경계 빨강색 목줄 착용 야위 굶주림,[],[],"[['심한경계,빨강색목줄착용,야위고 굶주림']]",[],[],-1,7,[],2020,2,None,104,104.0,8.0,0,1,0,0,1,0,32
39,443571202203057,http://www.animal.go.kr/files/shelter/2022/11/202211051811128_s.jpg,20221105,청주대학교 부근 ,[개] 믹스견,"흰, 갈",2018(년생),6(Kg),충북-청주-2022-01324,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051811128.jpg,F,U,순한 성격의 믹스견,반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296,-,보호중,127.365432257257,36.5903398305205,순 성 격의 믹스 견,[],[['순한 성격의 믹스견']],[],[],[],1,7,[],2018,4,None,208,208.0,6.0,1,0,0,0,1,0,13
40,443571202203056,http://www.animal.go.kr/files/shelter/2022/11/202211051511717_s.jpg,20221105,흥덕구 사직동 청송아파트 부근,[개] 스피츠,흰색,2020(년생),8(Kg),충북-청주-2022-01323,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511717.jpg,M,N,"외장 칩 있음, 주인 연락되지않음",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296,-,보호중,127.365432257257,36.5903398305205,외장 칩 있음 주인 연락 않,[],[],[],[],[],0,7,[],2020,2,None,104,104.0,8.0,0,1,0,1,0,0,4
41,443571202203055,http://www.animal.go.kr/files/shelter/2022/11/202211051311510_s.jpg,20221105,오창읍 주성공원,[개] 믹스견,"갈, 흰",2019(년생),20(Kg),충북-청주-2022-01322,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051311510.jpg,M,N,"순한 성격, 호박빛 눈을 가진 아이",반려동물보호센터,043-201-2298,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,충청북도 청주시,정동복,043-201-2296,-,보호중,127.365432257257,36.5903398305205,순 성격 호박 빛 눈 가지 아이,[],"[['순한 성격, 호박빛 눈을 가진 아이']]",[],[],[],1,7,[],2019,3,None,156,156.0,20.0,0,1,0,1,0,0,2
42,441570202200915,http://www.animal.go.kr/files/shelter/2022/11/202211051511120_s.jpg,20221105,세종대왕면 구양리,[개] 믹스견,삼색,2022(년생),5.50(Kg),경기-여주-2022-00632,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511120.jpg,M,Y,"빨간색 목띠착용, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시,손영진,031-887-3132,-,보호중,127.575939870309,37.2972347527895,빨간색 목 띠 착용 매우 온순,[],"[['빨간색 목띠착용, 매우온순함'], ['빨간색 목띠착용, 매우온순함']]",[],"[['빨간색 목띠착용, 매우온순함']]",[],3,7,[],2022,0,None,0,27.0,5.5,0,1,0,0,0,1,1
43,441570202200914,http://www.animal.go.kr/files/shelter/2022/11/202211051511833_s.jpg,20221105,점동면 원부리,[개] 진도견,크림색,2019(년생),20.00(Kg),경기-여주-2022-00631,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511833.jpg,F,N,"목띠착용, 경계심 다소있음",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시,손영진,031-887-3132,-,보호중,127.575939870309,37.2972347527895,목 띠 착용 경계심 다소 있음,[],[],"[['목띠착용, 경계심 다소있음']]",[],[],-1,7,[],2019,3,None,156,156.0,20.0,1,0,0,1,0,0,41
44,441570202200913,http://www.animal.go.kr/files/shelter/2022/11/202211051511830[1]_s.jpg,20221105,점동면 원부리,[개] 믹스견,흰색,2019(년생),12.50(Kg),경기-여주-2022-00630,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511830[1].jpg,F,N,"겁이 다소있음, 온순",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시,손영진,031-887-3132,-,보호중,127.575939870309,37.2972347527895,겁 다소 있음 온순,[],"[['겁이 다소있음, 온순']]","[['겁이 다소있음, 온순']]",[],[],0,7,[],2019,3,None,156,156.0,12.5,1,0,0,1,0,0,27
45,441570202200912,http://www.animal.go.kr/files/shelter/2022/11/202211051511299_s.jpg,20221105,흥천면 신율로,[개] 믹스견,연갈색,2015(년생),7.00(Kg),경기-여주-2022-00629,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511299.jpg,M,N,"녹색 목띠착용, 온순",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 여주시,손영진,031-887-3132,-,보호중,127.575939870309,37.2972347527895,녹색 목 띠 착용 온순,[],"[['녹색 목띠착용, 온순']]",[],[],[],1,7,[],2015,7,None,364,364.0,7.0,0,1,0,1,0,0,17
46,441407202201177,http://www.animal.go.kr/files/shelter/2022/11/202211051511703_s.jpg,20221105,호법면 송갈리,[개] 믹스견,크림색,2021(년생),10.50(Kg),경기-이천-2022-00642,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511703.jpg,F,N,"빨간색 목띠착용, 온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 이천시,이정의,031-644-2612,-,보호중,127.575939870309,37.2972347527895,빨간색 목 띠 착용 온순,[],"[['빨간색 목띠착용, 온순함'], ['빨간색 목띠착용, 온순함']]",[],[],[],2,7,[],2021,1,None,52,52.0,10.5,1,0,0,1,0,0,34
47,441407202201176,http://www.animal.go.kr/files/shelter/2022/11/202211051411702_s.jpg,20221105,중리동 서희로,[개] 미니어쳐 푸들,갈색,2013(년생),3.30(Kg),경기-이천-2022-00641,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051411702.jpg,M,Y,온순함,위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 이천시,이정의,031-644-2612,-,보호중,127.575939870309,37.2972347527895,온순,[],"[['온순함'], ['온순함']]",[],[],[],2,7,[],2013,9,None,468,468.0,3.3,0,1,0,0,0,1,43
48,441407202201175,http://www.animal.go.kr/files/shelter/2022/11/20221105141112_s.jpg,20221105,율현동 316,[개] 믹스견,검정색,2021(년생),12.50(Kg),경기-이천-2022-00640,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/20221105141112.jpg,F,N,"겁이 다소있음, 온순",위더스 동물보호센터,031-882-4381,경기도 여주시 능서면 능서공원길 34 (능서면) ,경기도 이천시,이정의,031-644-2612,-,보호중,127.575939870309,37.2972347527895,겁 다소 있음 온순,[],"[['겁이 다소있음, 온순']]","[['겁이 다소있음, 온순']]",[],[],0,7,[],2021,1,None,52,52.0,12.5,1,0,0,1,0,0,39
49,441401202201621,http://www.animal.go.kr/files/shelter/2022/11/202211051711911_s.jpg,20221105,대야파출소 인근,[개] 말티즈,흰색,2017(년생),3(Kg),경기-시흥-2022-00670,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051711911.jpg,M,Y,"대야파출소 인계, 옷 입은 상태로 구조 ",시흥동물누리보호센터,031-310-6943,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시,최아름,031-310-2247,-,보호중,126.74254229678,37.3739688541248,대야 파출소 인계 옷 입 상태 구조,[],[],[],[],[],0,7,[],2017,5,None,260,260.0,3.0,0,1,0,0,0,1,17
50,441401202201620,http://www.animal.go.kr/files/shelter/2022/11/202211051511439_s.jpg,20221105,정왕동 1189-7,[개] 믹스견,흰색,2014(년생),3.3(Kg),경기-시흥-2022-00669,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511439.jpg,F,U,"최근 미용한 것으로 추정, 터치에 대해 호의적",시흥동물누리보호센터,031-310-6943,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시,최아름,031-310-2247,-,보호중,126.74254229678,37.3739688541248,최근 미용 추정 터치 대하 호의적,[],"[['최근 미용한 것으로 추정, 터치에 대해 호의적']]",[],[],[],1,7,[],2014,8,None,416,416.0,3.3,1,0,0,0,1,0,43
51,441400202200652,http://www.animal.go.kr/files/shelter/2022/11/202211051611137_s.jpg,20221105,성호대로141,[개] 골든 리트리버,갈색,2016(년생),40(Kg),경기-오산-2022-00224,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051611137.jpg,F,N,철물점목걸이착용,오산 유기동물보호소,031-372-9325,경기도 오산시 성호대로 36 (오산동) ,경기도 오산시,김세연,031-8036-7643,-,보호중,127.065203254744,37.1490859346318,철물점 목걸이 착용,[],[],[],[],[],0,7,[],2016,6,None,312,312.0,40.0,1,0,0,1,0,0,22
52,441400202200651,http://www.animal.go.kr/files/shelter/2022/11/202211051611311_s.jpg,20221105,성호대로141,[개] 골든 리트리버,갈색,2016(년생),35(Kg),경기-오산-2022-00223,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051611311.jpg,M,N,철물점목걸이착용,오산 유기동물보호소,031-372-9325,경기도 오산시 성호대로 36 (오산동) ,경기도 오산시,김세연,031-8036-7643,-,보호중,127.065203254744,37.1490859346318,철물점 목걸이 착용,[],[],[],[],[],0,7,[],2016,6,None,312,312.0,35.0,0,1,0,1,0,0,22
53,441399202202656,http://www.animal.go.kr/files/shelter/2022/11/202211051511201_s.jpg,20221105,수동면,[개] 진도견,흰색,2019(년생),19.0(Kg),경기-남양주-2022-01191,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511201.jpg,M,N,빨강색 하네스을 착용함.,남양주동물보호협회,031-591-7270,"경기도 남양주시 금곡로 44 (금곡동, 성원빌딩) 1층",경기도 남양주시,남양주시,031-590-3991,-,보호중,127.207917874161,37.6339020767009,빨강색 하 네스 읃,[],[],[],[],[],0,7,[],2019,3,None,156,156.0,19.0,0,1,0,1,0,0,2
54,441394202202376,http://www.animal.go.kr/files/shelter/2022/11/202211051511112_s.jpg,20221105,대자동 623  부근,[개] 믹스견,황색,2019(년생),16(Kg),경기-고양-2022-00852,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051511112.jpg,F,U,파란색목줄착용,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",경기도 고양시,조재현(유기동물보호),031-8075-4657,-,보호중,126.870086007514,37.649777903709,파란색 목줄 착용,[],[],[],[],[],0,7,[],2019,3,None,156,156.0,16.0,1,0,0,0,1,0,2
55,441378202202355,http://www.animal.go.kr/files/shelter/2022/11/20221105181160_s.jpg,20221105,상적동240-30,[개] 믹스견,갈색,2022(년생),11(Kg),경기-성남-2022-00796,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/20221105181160.jpeg,M,N,"주황색 목줄 착용, 온순함, 8개월 추정.",펫앤쉘터동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,성남시청 동물보호팀,031-729-3287,-,보호중,127.127681544556,37.3670961152988,주황색 목줄 착용 온순 8 개월 추정,[],"[['주황색 목줄 착용, 온순함, 8개월 추정.'], ['주황색 목줄 착용, 온순함, 8개월 추정.']]",[],[],[],2,7,['8개월'],2022,0,36.0,0,36.0,11.0,0,1,0,1,0,0,34
56,429363202200741,http://www.animal.go.kr/files/shelter/2022/11/202211051711900_s.jpg,20221105,광산구 도산동,[개] 믹스견,흰,2022(년생),3.8(Kg),광주-광산-2022-00734,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051711900.jpg,F,N,22-1124 희동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,광주광역시 광산구,광산구,062-571-2808,-,보호중,126.88177151997,35.2225551714642,,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,3.8,1,0,0,1,0,0,42
57,429362202201056,http://www.animal.go.kr/files/shelter/2022/11/202211051711112_s.jpg,20221105,북구 운암동,[개] 푸들,갈,2016(년생),4.8(Kg),광주-북구-2022-00849,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051711112.jpg,F,U,22-1125 푸미,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 북구,북구,062-410-6557,-,보호중,126.88177151997,35.2225551714642,,[],[],[],[],[],0,7,[],2016,6,None,312,312.0,4.8,1,0,0,0,1,0,17
58,429359202200393,http://www.animal.go.kr/files/shelter/2022/11/202211051711181_s.jpg,20221105,동구 용산119,[개] 믹스견,흰,2020(년생),9(Kg),광주-동구-2022-00261,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051711181.jpg,F,U,22-1126 호동,광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 동구,동구,062-608-2724,-,보호중,126.88177151997,35.2225551714642,호동,[],[],[],[],[],0,7,[],2020,2,None,104,104.0,9.0,1,0,0,0,1,0,4
60,442421202200264,http://www.animal.go.kr/files/shelter/2022/11/202211051611699_s.jpg,20221104,북평동 북평소방서 ,[개] 믹스견,흰갈색,2022(년생),2(Kg),강원-동해-2022-00219,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051611699.jpg,M,N,상태양호,동해시유기동물보호소,033-522-2990,"강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소) ",강원도 동해시,김형기,033-530-2435,-,보호중,129.118989211191,37.4851056560586,상태 양호,[],[],[],[],[],0,7,[],2022,0,None,0,27.0,2.0,0,1,0,1,0,0,10
61,442421202200263,http://www.animal.go.kr/files/shelter/2022/11/202211051611564_s.jpg,20221104,송정동 동해역 인근,[개] 믹스견,흰색,2019(년생),4(Kg),강원-동해-2022-00218,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051611564.jpg,M,N,상태양호,동해시유기동물보호소,033-522-2990,"강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소) ",강원도 동해시,김형기,033-530-2435,-,보호중,129.118989211191,37.4851056560586,상태 양호,[],[],[],[],[],0,7,[],2019,3,None,156,156.0,4.0,0,1,0,1,0,0,8
62,442421202200262,http://www.animal.go.kr/files/shelter/2022/11/202211051611512_s.jpg,20221104,송정동 동해역 인근,[개] 믹스견,갈색,2019(년생),6(Kg),강원-동해-2022-00217,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051611512.jpg,F,N,상태양호,동해시유기동물보호소,033-522-2990,"강원도 동해시 대동로 159-13 (송정동, 동해시유기동물보호소) ",강원도 동해시,김형기,033-530-2435,-,보호중,129.118989211191,37.4851056560586,상태 양호,[],[],[],[],[],0,7,[],2019,3,None,156,156.0,6.0,1,0,0,1,0,0,8
63,441560202201341,http://www.animal.go.kr/files/shelter/2022/11/202211051311823_s.jpg,20221104,화현면봉화로873-18 인근,[개] 믹스견,흰/갈,2022(년생),5(Kg),경기-포천-2022-01013,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051311823.jpg,F,U,귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,차봉환,031-538-3883,-,보호중,126.983544528402,37.8701154520745,귀 접힘 코 검정 속눈썹 짙 갈색 입질 경계심 강 꼬리 단 미안 터 상태 양호,[],[],"[['귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.'], ['귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.']]",[],[],-2,7,[],2022,0,None,0,27.0,5.0,1,0,0,0,1,0,0
64,441560202201340,http://www.animal.go.kr/files/shelter/2022/11/202211051311356_s.jpg,20221104,화현면 봉화로 873-18 인근,[개] 믹스견,흰/갈,2022(년생),5.5(Kg),경기-포천-2022-01012,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051311356.jpg,M,N,귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37  ,경기도 포천시,차봉환,031-538-3883,-,보호중,126.983544528402,37.8701154520745,귀 접힘 코 검정 속눈썹 짙 갈색 입질 경계심 강 꼬리 단 미안 터 상태 양호,[],[],"[['귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.'], ['귀접힘. 코검정. 속눈썹짙은갈색. 입질/경계심강함. 꼬리단미안됨. 털상태양호.']]",[],[],-2,7,[],2022,0,None,0,27.0,5.5,0,1,0,1,0,0,0
65,441409202201802,http://www.animal.go.kr/files/shelter/2022/11/202211051311465_s.jpg,20221104,대곶면 대곶북로165번길 159 인근,[개] 믹스견,갈/흰,2021(년생),7(Kg),경기-김포-2022-00903,20221105,20221115,http://www.animal.go.kr/files/shelter/2022/11/202211051311465.jpg,F,U,귀접힘. 코갈색. 흰색+검정색목줄착용. 왼발관절부근상처. 여윔. 겁많음. 꼬리단미안됨. 털때탐.,한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-37 (남면) ,경기도 김포시,김수연,031-980-2893,-,보호중,126.983544528402,37.8701154520745,귀 접힘 코 갈색 흰색 검정색 목줄 착용 왼발 관절 부근 상처 여위 겁 많 꼬리 단 미안 터 때 탐,[['귀접힘. 코갈색. 흰색+검정색목줄착용. 왼발관절부근상처. 여윔. 겁많음. 꼬리단미안됨. 털때탐.']],[],[['귀접힘. 코갈색. 흰색+검정색목줄착용. 왼발관절부근상처. 여윔. 겁많음. 꼬리단미안됨. 털때탐.']],[],[],-1,6,[],2021,1,None,52,52.0,7.0,1,0,0,0,1,0,11
