,유기번호,품종,나이,체중,특징,특징단어
201,441394202202148,[개] 믹스견,2022(년생),1.4(Kg),강아지,강아지
202,441394202202147,[개] 믹스견,2015(년생),6.5(Kg),없음,없
203,441394202202146,[개] 믹스견,2022(년생),4(Kg),강아지,강아지
204,441394202202145,[개] 믹스견,2022(년생),3.3(Kg),강아지,강아지
205,441394202202144,[개] 믹스견,2022(년생),2.6(Kg),강아지,강아지
206,441394202202143,[개] 믹스견,2022(년생),2.3(Kg),강아지,강아지
207,441394202202142,[개] 믹스견,2022(년생),3.5(Kg),강아지,강아지
208,441394202202141,[개] 믹스견,2022(년생),3.5(Kg),강아지,강아지
209,441393202202024,[고양이] 한국 고양이,2022(년생),0.21(Kg),수유가 필요한 젖먹이,수유 필요 젖먹이
210,441393202202023,[개] 비숑 프리제,2020(년생),6.3(Kg),"얼굴주황색물,발톱관리안됨,양컷미용,오른쪽팔미용됨",얼굴 주황색 물 발톱 관리 안됨 양 컷 미용 오른쪽 팔 미용
211,441393202202022,[고양이] 한국 고양이,2022(년생),0.15(Kg),수유가 필요한 젖먹이,수유 필요 젖먹이
212,441393202202021,[개] 믹스견,2022(년생),2.5(Kg),"3개월추정,순함,사람좋아함",3 개월 추정 순 사람 좋아하
213,441391202202498,[개] 푸들,2012(년생),0.9(Kg),"탈수 증상, 유기 된 지 오래 되어 보임",탈수 증상 유기 되 오래 되 보이
214,441391202202497,[개] 푸들,2010(년생),3(Kg),"탈수 증상, 유기 된 지 오래 되어 보임",탈수 증상 유기 되 오래 되 보이
215,441391202202496,[개] 믹스견,2022(년생),1.5(Kg),"60일 추정, 순하고 사람을 잘 따름",60 일 추정 순하 사람 자
216,441391202202495,[고양이] 믹스묘,2020(년생),3(Kg),순하고 사람을 잘 따름,순하 사람 자
217,441391202202494,[개] 믹스견,2020(년생),40(Kg),순하고 사람을 잘 따름,순하 사람 자
218,441391202202492,[개] 포메라니안,2019(년생),4(Kg),"순해 보이고 사람을 잘 따름, 관리가 잘 되어 있음",순하 보이 사람 잘 따름 관리 잘 되 있음
219,441391202202485,[개] 믹스견,2022(년생),0.9(Kg),"50일 추정, 귀엽고 사랑스럽고 사람을 잘 따름",50 일 추정 귀엽 사랑 사람 자
220,441391202202484,[개] 믹스견,2022(년생),0.9(Kg),"50일 추정, 귀엽고 사랑스럽고 사람을 잘 따름",50 일 추정 귀엽 사랑 사람 자
221,441391202202483,[개] 믹스견,2022(년생),0.9(Kg),"50일 추정, 귀엽고 사랑스럽고 사람을 잘 따름",50 일 추정 귀엽 사랑 사람 자
222,441391202202482,[개] 믹스견,2022(년생),0.9(Kg),"50일 추정, 귀엽고 사랑스럽고 사람을 잘 따름",50 일 추정 귀엽 사랑 사람 자
223,441391202202481,[개] 믹스견,2022(년생),1(Kg),"50일 추정, 귀엽고 사랑스럽고 사람을 잘 따름",50 일 추정 귀엽 사랑 사람 자
224,441391202202480,[개] 믹스견,2022(년생),1(Kg),"50일 추정, 귀엽고 사랑스럽고 사람을 잘 따름",50 일 추정 귀엽 사랑 사람 자
225,441391202202479,[개] 믹스견,2022(년생),0.9(Kg),"50일 추정, 귀엽고 사랑스럽고 사람을 잘 따름",50 일 추정 귀엽 사랑 사람 자
226,441391202202478,[개] 믹스견,2022(년생),0.9(Kg),"50일 추정, 귀엽고 사랑스럽고 사람을 잘 따름",50 일 추정 귀엽 사랑 사람 자
227,441391202202477,[개] 믹스견,2021(년생),11(Kg),순해 보이고 사람을 잘 따름,순하 보이 사람 자
228,441391202202476,[개] 믹스견,2022(년생),3.5(Kg),"60일 추정, 순하고 사람을 잘 따름",60 일 추정 순하 사람 자
229,441391202202475,[개] 믹스견,2022(년생),3.5(Kg),"60일 추정, 순하고 사람을 잘 따름",60 일 추정 순하 사람 자
230,441391202202474,[개] 믹스견,2022(년생),3.5(Kg),"60일 추정, 순하고 사람을 잘 따름",60 일 추정 순하 사람 자
231,441391202202473,[개] 믹스견,2022(년생),3.5(Kg),"60일 추정, 순하고 사람을 잘 따름",60 일 추정 순하 사람 자
232,441391202202472,[개] 믹스견,2021(년생),11(Kg),순해 보이고 사람을 잘 따름,순하 보이 사람 자
233,441391202202471,[개] 믹스견,2020(년생),17(Kg),순하고 사람을 잘 따름,순하 사람 자
234,441391202202470,[개] 믹스견,2020(년생),15(Kg),순하고 사람을 잘 따름,순하 사람 자
235,441391202202469,[개] 믹스견,2022(년생),11(Kg),"8개월 추정, 순하고 사람을 잘 따름",8 개월 추정 순하 사람 자
236,441391202202468,[개] 믹스견,2019(년생),15(Kg),순하고 사람을 잘 따름,순하 사람 자
237,441391202202467,[고양이] 한국 고양이,2020(년생),5(Kg),사람을 잘 따르고 순함,사람 잘 따르 순
238,441386202201053,[고양이] 한국 고양이,2022(년생),2.8(Kg),"순함, 신고자 입양원함",순 신고자 입 양원
239,441386202201046,[개] 폼피츠,2020(년생),5(Kg),내장칩없음.순함.코가 빨갛고 하악이 약간 돌출.,내장 칩 없 순 코 빨갛 하악 약간 돌출
240,441378202202158,[개] 말티즈,2012(년생),4.1(Kg),"양측 수정체 백탁, 유선종양",양측 수정체 백탁 유선 종양
241,441378202202157,[개] 비글,2016(년생),15(Kg),귓병,귓병
242,431372202200552,[고양이] 한국 고양이,2022(년생),0.2(Kg),"귀여움, 허약, 눈곱심함",귀엽 허약 눈곱 심
243,431372202200551,[고양이] 한국 고양이,2022(년생),0.22(Kg),"귀여움, 허약",귀엽 허약
244,431372202200550,[고양이] 한국 고양이,2022(년생),0.22(Kg),"귀여움, 허약",귀엽 허약
245,431371202200503,[고양이] 한국 고양이,2022(년생),0.48(Kg),눈곱많이낌,눈곱 많이 끼
246,431370202201003,[고양이] 한국 고양이,2022(년생),0.5(Kg),없음,없
247,429363202200687,[고양이] 한국 고양이,2022(년생),0.3(Kg),22-8199,
248,429363202200686,[고양이] 한국 고양이,2022(년생),0.3(Kg),22-8198,
249,429363202200685,[고양이] 한국 고양이,2022(년생),0.3(Kg),22-8197,
250,429363202200684,[고양이] 한국 고양이,2022(년생),0.3(Kg),22-8196,
251,429363202200683,[개] 시베리안 허스키,2020(년생),15(Kg),"22-1848 제키, 목줄 착용, 약간 경계",키 목줄 착용 약간 경계
252,429362202200975,[개] 코카 스파니엘,2020(년생),6.5(Kg),"22-1050 모터, 방치되어서 털이 몹시 뭉쳐있음",모터 방치 털 몹시 뭉치
253,429362202200974,[개] 웰시 코기 펨브로크,2019(년생),9.8(Kg),22-1049,
254,429361202200377,[고양이] 한국 고양이,2022(년생),0.6(Kg),"22-8200, 마름",마름
255,429360202200537,[고양이] 한국 고양이,2022(년생),3.1(Kg),22-4088,
256,429360202200536,[고양이] 한국 고양이,2022(년생),0.8(Kg),"22-8195, 피부병, 저체중",피부병 체중
257,428356202201505,[개] 푸들,2019(년생),3.8(Kg),목줄없음.온순함,목줄 없 온순
258,428356202201504,[개] 믹스견,2021(년생),13.2(Kg),사람 좋아함. 착함. 순함. 애교많음. ,사람 좋아하 착하 순 애교 많
259,428356202201503,[개] 믹스견,2019(년생),17.6(Kg),사나움. 젖 부풀음. 입질. ,사나움 젖 부풀 입질
260,428356202201502,[개] 코카 스파니엘,2020(년생),12(Kg),"목줄있음,온순함",목줄 있음 온순
261,428354202201848,[개] 말티즈,2014(년생),2.8(Kg),친화적임,친화
262,428354202201847,[개] 말티즈,2019(년생),2.3(Kg),옷입고있음,옷 입
263,428354202201842,[개] 요크셔 테리어,2014(년생),3.0(Kg),"유실견추정,연두색스카프및분홍계열머리핀 착용",유실 견 추정 연두색 스카프 및 분홍 계열 머리핀 착용
264,428354202201840,[개] 믹스견,2021(년생),19(Kg),"순함,사람과 교류가 적은듯 무서워함",순 사람 교류 적 무서워하
265,428349202200993,[고양이] 한국 고양이,2022(년생),1.3(Kg),"콧물,재채기를하고  설사를함.",콧물 재채기 하 설사 하
266,428349202200992,[고양이] 한국 고양이,2022(년생),2.5(Kg),오른쪽다리 깊은자상이있고 그상처에 구더기가 매우심함,오른쪽 다리 깊 자상 있 상처 구더기 매우 심하
267,427348202201051,[고양이] 한국 고양이,2022(년생),0.3(Kg),1개월령,1 개 월령
268,427348202201050,[개] 포인터,2020(년생),16(Kg),빨간색에 녹색띠 목줄 착용,빨간색 녹색 띠 목줄 착용
269,427346202201117,[개] 믹스견,2022(년생),1.60(Kg),사람좋아함,사람 좋아하
270,427346202201116,[고양이] 한국 고양이,2022(년생),0.48(Kg),"귀여움, 이쁨",귀엽 이쁘
271,427346202201115,[개] 믹스견,2018(년생),8.3(Kg),사나움 (보호자가 유기함),사나움 보호 자가 유 기함
272,427346202201114,[고양이] 한국 고양이,2022(년생),0.5(Kg),-,
273,427346202201113,[기타축종] 햄스터,2022(년생),0.01(Kg),귀여움,귀엽
274,427346202201109,[고양이] 한국 고양이,2022(년생),0.26(Kg),작고 귀여움,작 귀엽
275,427346202201108,[고양이] 한국 고양이,2022(년생),0.70(Kg),귀요미네로에요,귀요
276,427342202200595,[개] 믹스견,2019(년생),14(Kg),사고추정 의식 없음,사고 추정 의식 없
277,426337202200607,[고양이] 한국 고양이,2022(년생),0.5(Kg),안염,안염
278,426337202200606,[고양이] 한국 고양이,2022(년생),0.5(Kg),쇠약,쇠약
279,426336202200457,[개] 믹스견,2022(년생),4(Kg),백구,백구
280,426336202200456,[개] 믹스견,2022(년생),3.8(Kg),"검은모, 가슴팍 흰무늬",검 모 가슴팍 흰무늬
281,426336202200455,[개] 믹스견,2022(년생),4(Kg),귀여움,귀엽
282,426336202200454,[개] 믹스견,2022(년생),2.6(Kg),"검은모, 흰양말",검 모 희 양말
283,426336202200453,[개] 믹스견,2019(년생),26(Kg),목줄있음,목줄 있음
284,411320202201018,[개] 믹스견,2022(년생),5(Kg),이갈이하지않은어린강아지로겁이많고경계심있어보이나귀여운아이입니다.,이갈이 어리 강아지 겁 많 경계심 있 보이 귀엽 아이
285,448547202200678,[개] 믹스견,2019(년생),12(Kg),경계,경계
286,446483202201114,[개] 진도견,2017(년생),21(Kg),개고리달고다님,개고리 달 다니
287,445479202200795,[개] 믹스견,2022(년생),2(Kg),귀가 처져있고 점박이 무늬가 있음,귀 처지 점박이 무늬 있음
288,444461202200531,[개] 웰시 코기 카디건,2021(년생),8(Kg),주인이 찾아긴다고 했슴,주인 찾 기
289,444461202200530,[개] 라브라도 리트리버,2021(년생),15(Kg),"주인이 나타남, 반환대기중",주인 나타나 반환 대기
290,444460202200631,[개] 믹스견,2022(년생),1(Kg),1개월령.눈주위 부분 진&갈색.동물보호소에서 출생,1 개 월령 눈주위 부분 진 갈색 동물 보호소 출생
291,444460202200630,[개] 믹스견,2022(년생),1(Kg),1개월령.동물보호소에서 출생,1 개 월령 동물 보호소 출생
292,444460202200629,[개] 믹스견,2022(년생),1(Kg),1개월령.눈주위 검&갈색 동물보호소에서 출생,1 개 월령 눈주위 검 갈색 동물 보호소 출생
293,444460202200628,[개] 믹스견,2022(년생),1(Kg),1개월령.동물보호소에서 출생,1 개 월령 동물 보호소 출생
294,444460202200627,[개] 믹스견,2022(년생),1(Kg),1개월령.양 눈가 검&갈색.동물보호소에서 출생,1 개 월령 양 눈가 검 갈색 동물 보호소 출생
295,444454202200560,[개] 푸들,2015(년생),4.9(Kg),"미용, 목줄/리드줄/넥칼라 착용, 홍역/파보/심장사상충음성(1017), 종합/광견병백신(1017) ",미용 목줄 리드 줄 칼라 착용 홍역 파보 심장 사상충 음성 1017 종합 광견병 백신 1017
296,444453202200821,[개] 믹스견,2021(년생),8.1(Kg),"순함, 사람 잘 따름",순 사람 자
297,444453202200820,[개] 믹스견,2021(년생),8.8(Kg),"순함, 사람 잘 따름",순 사람 자
298,443448202200283,[고양이] 한국 고양이,2022(년생),0.25(Kg),생후 2주 추정,생후 2 주 추정
299,442423202200458,[개] 믹스견,2015(년생),6.2(Kg),사람을잘따름,사람 자
300,442423202200457,[고양이] 한국 고양이,2022(년생),0.2(Kg),생후1달미만,생후 1 달 미만
301,442420202200686,[고양이] 한국 고양이,2022(년생),2(Kg),심한구내염,심하 구내염
302,442420202200685,[고양이] 한국 고양이,2022(년생),1(Kg),교통사고,교통사고
303,441559202201163,[개] 라브라도 리트리버,2021(년생),17(Kg),코팥죽색. 사람좋아함. 꼬리단미안됨. 털상태양호.,코 팥죽색 사람 좋아하 꼬리 단 미안 터 상태 양호
304,441409202201580,[고양이] 한국 고양이,2022(년생),0.4(Kg),눈곱심함. 양눈잘못뜸. 좌안 안구 손상. 콧물. 저체온. 기립불능. 털때탐. ,눈곱 심 양 눈 잘못 뜸 좌안 안구 손상 콧물 저체온 기립 불능 터 때 탐
305,441405202202814,[고양이] 한국 고양이,2022(년생),0.70(Kg),샤방샤방한 미묘로 평생집사 구하는 아기냥.(뒷다리 골절),방한 묘 평생 집사 구하 아 기냥 뒷다리 골절
306,441394202202134,[개] 믹스견,2022(년생),3(Kg),없음,없
307,441394202202133,[개] 믹스견,2022(년생),3.1(Kg),없음,없
308,441394202202132,[개] 믹스견,2022(년생),4.1(Kg),없음,없
309,441394202202131,[개] 믹스견,2022(년생),3.8(Kg),없음,없
310,441393202202007,[개] 푸들,2016(년생),3(Kg),"노란옷,콧등상처,귀남기고 미용",노랗 옷 콧등 상처 귀 남기 미용
311,441390202200748,[개] 말티즈,2021(년생),3(Kg),"미용안됨,사람좋아함,활발함",미용 안됨 사람 좋아하 활발
312,431372202200554,[개] 프렌치 불독,2022(년생),6.5(Kg),순함,순
313,431372202200553,[개] 프렌치 불독,2019(년생),6.7(Kg),순함,순
314,431370202201006,[개] 믹스견,2022(년생),15.0(Kg),경계심,경계심
315,430366202200342,[고양이] 샴,2017(년생),3(Kg),주인반환,주인 반환
316,428356202201501,[개] 푸들,2016(년생),4.2(Kg),순함. 착함. 겁많음. 칩있음. 반환예정.,순 착하 겁 많 칩 있음 반환 예정
317,428353202201124,[개] 라브라도 리트리버,2021(년생),20(Kg),주인반환,주인 반환
318,428351202200927,[개] 말티즈,2020(년생),3.5(Kg),칩있음,칩 있음
319,427347202200657,[개] 비숑 프리제,2018(년생),8(Kg),내장칩 등록견,내장 칩 등록 견
320,427345202200696,[개] 믹스견,2022(년생),0.20(Kg),"어미분리 강아지,저체온 의식없음",어미 분리 강아지 저체온 의식 없
321,427345202200695,[개] 푸들,2019(년생),4(Kg),미용,미용
322,427345202200694,[개] 시츄,2009(년생),9(Kg),"미용, 검정 줄무늬 옷 착용, 내장칩 등록견",미용 검정 줄무늬 옷 착용 내장 칩 등록 견
323,427344202200347,[개] 푸들,2019(년생),3.5(Kg),미용,미용
324,426335202200625,[고양이] 믹스묘,2022(년생),0.42(Kg),"3개월미만 추정, 영양상태 불량, 기력저하",3 개월 미만 추정 영양 상태 불량 기력 저하
325,411311202200711,[고양이] 한국 고양이,2022(년생),0.5(Kg),눈곱. 콧물. 코연분홍. 털상태양호. ,눈곱 콧물 코 연분홍 터 상태 양호
326,411310202200568,[개] 시츄,2012(년생),8.6(Kg),양눈혼탁. 엉덩이부근 털뭉침. 꼬리단미안됨. 털상태양호. 외이염. 피부질환. 우안각막착색/각막염.,양 눈 혼탁 엉덩이 부근 털 뭉치 꼬리 단 미안 터 상태 양호 외이 염 피부 질환 우 알 각막 착색 각막염
327,411304202200697,[개] 믹스견,2022(년생),5.3(Kg),귀쫑긋. 코검정. 다리약간 짧음. 겁있음. 사람잘따름. 꼬리단미안됨. 털상태양호. ,귀 쫑긋 코 검정 다리 약간 짧 겁 있음 사람 잘 따름 꼬리 단 미안 터 상태 양호
328,411304202200696,[개] 믹스견,2022(년생),5.9(Kg),귀쫑긋. 코팥죽색. 꼬리단미안됨. 털상태양호. ,귀 쫑긋 코 팥죽색 꼬리 단 미안 터 상태 양호
329,411304202200695,[개] 웰시 코기 펨브로크,2019(년생),9.8(Kg),사람잘따름. 코검정. 꼬리단미안됨. 털상태양호. ,사람 잘 따름 코 검정 꼬리 단 미안 터 상태 양호
330,411301202200387,[고양이] 한국 고양이,2022(년생),0.6(Kg),눈곱. 코입주변출혈흔적. 털때탐.,눈곱 코 입주 변 출혈 흔적 터 때 탐
331,448537202201228,[고양이] 한국 고양이,2020(년생),2.5(Kg),"교통사고,얼굴과 턱쪽 다침",교통사고 얼굴 턱 다치
332,448537202201227,[고양이] 한국 고양이,2021(년생),2(Kg),눈상태 안좋음,눈 상태 안 좋
333,448528202201052,[개] 믹스견,2022(년생),0.5(Kg),"태어난지 7일 추정, 엄마랑 함께 입소",태어나 7 일 추정 엄마 함께 입소
334,448528202201051,[개] 믹스견,2022(년생),0.5(Kg),"태어난지 7일 추정, 엄마랑 함께 입소,",태어나 7 일 추정 엄마 함께 입소
335,448528202201050,[개] 믹스견,2022(년생),0.5(Kg),"태어난지 7일 추정, 엄마랑 함께 입소",태어나 7 일 추정 엄마 함께 입소
